가맹점명,업종,주소,행정구역,지역구분,이용건수구간,이용금액구간,월요일,화요일,수요일,목요일,금요일,토요일,일요일,5시11시(아침),12시13시(점심),14시17시(오후),18시22시(저녁),23시4시(새벽),현지인이용건수비중,남성,여성,20대이하,30대,40대,50대,60대이상,URL
다락방소주방,단품요리 전문,제주 제주시 한림읍 한림리 1314-69번지,한림읍,한림읍,1,2,10,20,5,25,10,10,20,20,15,30,35,0,74.29,68,32,2,6,12,46,34,
소랑한닮,가정식,제주 제주시 애월읍 애월리 2527-14번지 1층,애월읍,애월읍,1,4,0,12.5,12.5,0,25,25,25,0,12.5,75,12.5,0,3.23,26.5,73.5,45.8,24.1,14.5,13.3,2.4,
제주갈치피싱,단품요리 전문,제주 제주시 도두일동 2525-3번지 1층,도두일동,제주,2,2,18.01,19.19,14.45,13.14,10.34,12.98,11.89,8.23,22.03,69.53,0.2,0,11.24,86.47,13.53,1.67,5.62,19.5,36.17,37.08,
에스케이엘이씨(주)무송,가정식,제주 서귀포시 토평동 1802번지,토평동,서귀포,3,5,10.05,20.79,41.66,25.43,1.72,0,0.35,10.45,23.21,36.41,29.93,0,1,58.54,41.46,54.88,4.66,23.08,15.98,1.42,
돈앤삼겹삼도점,단품요리 전문,제주 제주시 삼도일동 701-8번지 1층,삼도일동,제주,3,4,16.8,12.32,12.11,15.56,14.9,14.82,13.49,0,1.56,7.84,86.3,4.31,86.48,62.8,37.2,7.09,20.15,34.43,25.05,13.29,
제주보쌈삼화점,단품요리 전문,제주 제주시 화북일동 16-1번지 1층,화북일동,제주,2,2,0,19.07,22.44,12.32,20.82,10.92,14.43,0,0,16.46,82.5,1.04,91.39,63.9,36.1,3.53,12.2,45.03,32,7.23,
우옥,가정식,제주 서귀포시 강정동 172-12번지 1층,강정동,서귀포,2,3,13.03,18.09,4.39,13.8,17.61,18.49,14.59,0,2.3,0,56.54,41.16,63.69,65.13,34.88,16.08,39.28,28.89,10.05,5.71,
들렁모루,가정식,제주 서귀포시 서홍동 2442-6번지 1층,서홍동,서귀포,2,2,19.44,0,18.15,9.8,14.66,19.87,18.08,19.8,67.67,12.54,0,0,61.91,66.63,33.37,6.77,20.07,35.77,22.1,15.27,
표선제주닭집 삼화점,단품요리 전문,제주 제주시 도련이동 515-1번지,도련이동,제주,4,2,12.27,1.66,13.25,10.87,18.71,19.94,23.3,1.97,5.06,23.69,69.29,0,91.94,54.23,45.78,3.95,26.98,48.18,17.88,3.08,
록마,가정식,제주 제주시 외도일동 745-1번지,외도일동,제주,4,2,23.08,19.8,14.58,14.51,16.86,11.17,0,37.06,61.61,1.34,0,0,80.58,71.35,28.65,7.45,19.6,27.1,29.95,15.95,
엔젤,단품요리 전문,제주 제주시 일도이동 392-5번지 지하1층,일도이동,제주,1,2,0,20,0,40,0,20,20,0,0,0,40,60,88.24,97.9,2.1,4.2,47.9,45.8,2.1,0,
조아조아,가정식,제주 제주시 삼도일동 709-10번지,삼도일동,제주,1,2,25,12.5,25,25,0,12.5,0,0,0,0,25,75,86.81,81.2,18.8,0,5.85,35.6,49.25,9.3,
법환포구횟국,단품요리 전문,제주 서귀포시 법환동 278번지,법환동,서귀포,2,2,14.1,8.81,8.73,14.36,12.39,16.56,25.04,11.3,44.63,25.85,18.22,0,42.74,61.98,38.02,3.16,11.7,23.92,35.86,25.34,
성산갯마을,가정식,제주 서귀포시 성산읍 오조리 343번지 1층,성산읍,성산읍,2,2,17.71,5.95,24.23,13.05,11.95,10.7,16.4,5.63,20.49,30.74,43.14,0,6.57,54.98,45.03,17.23,25.78,22.73,21.48,12.83,
림스테이블,단품요리 전문,제주 제주시 도평동 931-13번지 107호,도평동,제주,1,4,16.67,0,0,16.67,41.67,25,0,16.67,0,58.33,25,0,32.05,58.35,41.65,0,0,29.15,70.85,0,
이자카야도,가정식,제주 제주시 도두일동 2614번지 블루파크시티아파트 1층 101호,도두일동,제주,1,2,20,0,20,0,20,40,0,0,0,0,40,60,12.5,85.7,14.3,14.3,57.1,14.3,14.3,0,
이치니치,일식,제주 제주시 애월읍 애월리 1716-1번지 1층,애월읍,애월읍,3,4,18.8,13.08,8.71,8.73,15.25,14.72,20.71,0,0,0,36.49,63.51,25.83,56.8,43.2,44.95,35.4,10.75,7.15,1.8,
자리돔전문점,가정식,제주 제주시 연동 284-21번지,연동,제주,2,2,13.55,7.97,15.43,16.61,16.49,12.62,17.34,2.83,26.73,18.49,51.95,0,69.28,71.17,28.83,4.23,5.23,11.4,38.77,40.37,
도두어부의밥상,가정식,제주 제주시 도두일동 2584-1번지,도두일동,제주,3,3,13.08,17.17,16.32,0.85,13.7,15.81,23.07,13.77,30.36,28.8,27.08,0,30.73,56.8,43.2,10.34,18.64,20.24,28.98,21.84,
월정리쇠막,단품요리 전문,제주 제주시 구좌읍 월정리 668번지 1층,구좌읍,구좌읍,1,2,10.98,10.93,15.79,19.4,12.4,14.73,15.78,9.29,14.41,12.41,63.2,0.69,45.68,61.32,38.68,9.2,20.28,24.52,26.24,19.76,
금능반지하,양식,제주 제주시 한림읍 금능리 1493-1번지 1층,한림읍,한림읍,3,3,8.12,16.28,14.04,5.55,16.33,20.91,18.75,0,0.18,14.49,84.29,1.03,10.66,49.4,50.6,28.93,34.55,23.45,10,3.05,
사계주막,단품요리 전문,제주 서귀포시 안덕면 사계리 2147-30번지 1층,안덕면,안덕면,1,2,12.62,16.52,6.15,12.86,14.14,19.97,17.75,0,0,2.43,79.98,17.59,32.83,62.57,37.43,21.1,31.47,26.7,16.8,4,
미소담,단품요리 전문,제주 제주시 아라일동 2806-3번지 가동 1호 -2층,아라일동,제주,1,3,0,0,0,0,0,50,50,0,0,100,0,0,82.86,73.35,26.65,0,63.35,18.35,0,18.35,
세영이네,가정식,제주 서귀포시 서귀동 276-13번지,서귀동,서귀포,1,4,33.33,0,0,0,0,66.67,0,0,0,33.33,66.67,0,100,60,40,20,0,20,40,20,
신짜우베트남쌀국수,동남아/인도음식,제주 제주시 화북일동 14-8번지 1층,화북일동,제주,4,3,17.37,12.7,11.04,12.09,12.66,15.13,19.01,12.09,25.42,31.81,30.68,0,72.22,48.6,51.4,13.15,33.75,31.25,14.3,7.6,
족발왕,단품요리 전문,제주 서귀포시 대정읍 하모리 560-7번지,대정읍,대정읍,2,2,12.26,17.44,0,15.15,14.27,20,20.87,0,0,17.53,80.93,1.54,72.19,42.18,57.83,13.5,12.35,25.65,38.65,9.88,
서림칡냉면,단품요리 전문,제주 제주시 화북일동 1948-19번지,화북일동,제주,4,2,20.61,13.02,21.08,17.37,14.73,13.18,0,16.39,63.72,19.89,0,0,81.79,60.08,39.93,3.95,15.48,34.3,33.4,12.85,
조천234,단품요리 전문,제주 제주시 조천읍 조천리 2320-6번지 1층,조천읍,조천읍,2,1,8.42,4.26,16.94,31.88,27.81,10.69,0,0,0,0,72.55,27.45,77.3,58.75,41.25,6.05,18.55,52.3,17.8,5.3,
혼저,가정식,제주 제주시 한림읍 금능리 1801-3번지 1층,한림읍,한림읍,3,4,17.45,12.67,6.18,12.14,16.5,16.02,19.05,0,3.92,10.61,85.47,0,13.16,58.57,41.43,23.53,32.41,22.73,11.29,10.04,
이디카페,단품요리 전문,제주 서귀포시 서귀동 406-16번지 지하1층,서귀동,서귀포,1,2,13.44,10.2,13.02,15.13,14.1,13.08,21.02,0,0,0,39.55,60.45,89.27,96.14,3.86,2.32,25.48,51.42,20.76,0,
막창먹는놈구남점,단품요리 전문,제주 제주시 이도이동 2041-1번지,이도이동,제주,1,1,12.26,17.02,17.02,12.26,19.52,21.9,0,0,0,0,97.5,2.5,85.11,66.9,33.1,6.5,29.8,38.75,19.8,5.15,
미루네닭갈비(성산점),단품요리 전문,제주 서귀포시 성산읍 성산리 399-46번지,성산읍,성산읍,1,1,12.5,12.5,12.5,12.5,12.5,37.5,0,0,0,25,75,0,41.18,55.2,44.8,12.6,24.1,23,25.3,14.9,
동백농원특산카페,커피,제주 서귀포시 서홍동 530-2번지,서홍동,서귀포,1,2,16.67,16.67,33.33,0,33.33,0,0,16.67,33.33,33.33,16.67,0,4.26,51.7,48.3,15.7,11.2,20.2,31.5,21.3,
올래파이,커피,제주 제주시 연동 1514-10번지,연동,제주,3,1,14.35,13.96,12.81,14.67,16.66,14.31,13.24,21.05,27.22,33.45,18.28,0,77.23,27.33,72.67,8.07,20.1,31.21,31.2,9.39,
라타볼라,단품요리 전문,제주 제주시 조천읍 신촌리 2202번지 1층,조천읍,조천읍,2,3,14.85,15.88,12.11,10.06,14.17,19.51,13.43,0,0,0,100,0,31.54,37,63,36.84,39.17,13.13,9.61,1.29,
이카부두인(in)제주,단품요리 전문,제주 서귀포시 성산읍 고성리 895-1번지 1층,성산읍,성산읍,1,1,6.25,6.25,18.75,6.25,18.75,37.5,6.25,0,0,0,87.5,12.5,28.13,59.4,40.6,6.3,34.4,18.8,28.1,12.5,
파란와사비,일식,제주 제주시 이도이동 2007-4번지 1층,이도이동,제주,4,5,15.31,16.06,14.44,15.56,16.63,1.65,20.35,1.11,31.73,13.75,53.41,0,87.74,46.29,53.71,24.01,32.57,25,14.4,4.01,
도희네해장국,가정식,제주 서귀포시 안덕면 서광리 956-4번지,안덕면,안덕면,3,3,20.83,16.56,0,18.15,15.31,12.95,16.2,26.9,51.02,22.08,0,0,25.74,56.7,43.3,10.04,31.51,39.11,14.16,5.17,
달그락식탁,가정식,제주 제주시 아라일동 6134-4번지 1층,아라일동,제주,3,1,16.72,17.21,0,17.03,13.83,19.6,15.6,11.76,73.14,15.11,0,0,45.07,52.7,47.3,14.75,34.4,33.8,12.2,4.85,
해피포차,가정식,제주 서귀포시 서귀동 418-16번지,서귀동,서귀포,2,1,19.2,12.38,11.29,8.82,8.21,14.25,25.85,4.35,0,0,29.71,65.94,64.33,63.7,36.3,41.6,19.8,22.15,12.65,3.85,
봄향,가정식,제주 제주시 이도이동 1955-5번지 이도이동,이도이동,제주,2,3,0,29.17,4.17,12.5,33.33,12.5,8.33,4.17,41.67,12.5,41.67,0,84.11,79.8,20.2,8.4,10.9,40.3,32.8,7.6,
진1926,가정식,제주 제주시 노형동 2578-5번지 1층,노형동,제주,1,1,4.55,31.06,8.33,38.64,8.71,4.17,4.55,0,51.52,13.26,35.23,0,81.41,58.9,41.1,7.1,24.25,35.5,21.3,11.95,
안녕제주,가정식,제주 제주시 조천읍 함덕리 4158-11번지,조천읍,조천읍,2,1,11.09,26.48,0,20.12,11.47,20.31,10.52,6.19,27.67,24.25,41.88,0,7.5,51.2,48.8,17.63,37.77,33.2,9.13,2.3,
솔채,가정식,제주 서귀포시 토평동 2335-11번지,토평동,서귀포,3,2,22.42,9.34,12.92,19.98,22.42,12.92,0,2.27,90.49,1.22,6.01,0,82.23,58.7,41.3,3.45,4.15,41.75,28.75,21.85,
봄봄 노형점,커피,제주 제주시 노형동 2581-2번지 1층,노형동,제주,5,1,15.27,12.83,15.05,14.91,14.11,16.04,11.79,21.52,20.96,33.94,23.58,0,84.97,49.78,50.22,22.93,26.4,28.08,17.47,5.13,
설빙신제주직영점,아이스크림/빙수,제주 제주시 연동 273-20번지 1층,연동,제주,4,2,10.82,12.57,10.83,12.29,14.55,19.32,19.62,0.14,7.71,25.27,64.15,2.74,51.54,42.78,57.22,37.43,21.33,21.7,15.2,4.35,
학골,단품요리 전문,제주 제주시 도남동 731-4번지 1층,도남동,제주,2,2,15.35,14.22,13.58,12.79,15.59,15.38,13.1,5.85,36.62,17.63,39.91,0,76.09,74.27,25.73,5.23,13.68,29.03,20.12,32,
송돈흑돼지한림점,가정식,제주 제주시 한림읍 한림리 656-1번지,한림읍,한림읍,1,1,14.22,12.25,4.04,12.13,12.25,28.55,16.54,0,16.67,8.09,71.2,4.04,8.12,64.57,35.43,19.97,33.03,25.23,13.17,8.67,
멕시카나 아이브리조트점,치킨,제주 서귀포시 영남동 224번지,영남동,서귀포,1,1,19.14,12.79,0,10.91,13.7,28.23,15.22,0,0,1.52,98.48,0,11.59,59.43,40.57,6.5,14.5,37.77,21.87,19.43,
돗고기축산유통,단품요리 전문,제주 서귀포시 서호동 1232-6번지,서호동,서귀포,1,2,5.93,11.86,10.42,19.87,26.12,19.87,5.93,13.94,6.25,57.53,22.28,0,82.97,54.7,45.3,4.1,7,54.7,11.1,23.1,
미보식당,단품요리 전문,제주 제주시 오라일동 2442-11번지 2층,오라일동,제주,3,4,15.41,18.07,20.9,17.66,17.45,10.51,0,31.51,36.69,17.01,14.79,0,65.93,90.8,9.2,2.79,6.03,37.61,42.7,10.89,
새별상점,단품요리 전문,제주 제주시 조천읍 함덕리 784-1번지 102호,조천읍,조천읍,1,1,9.95,14.38,14.59,18.63,8.24,20.79,13.43,31.02,21.14,44.68,3.16,0,22.17,49.15,50.85,30.05,40.83,20.1,7.98,1.03,
빌레뱅디,양식,제주 제주시 한경면 청수리 11번지 나동 1층,한경면,한경면,1,2,14.94,0,9.09,15.24,13.74,20.07,26.92,13.33,52.37,34.3,0,0,33.08,38.15,61.85,6.5,22.6,39.15,21.55,10.18,
골드문,단품요리 전문,제주 제주시 연동 282-11번지 2층,연동,제주,1,2,18.83,0,9.09,13.64,9.09,4.55,44.81,0,4.55,7.14,49.35,38.96,79.81,72.85,27.15,16.5,60.15,23.3,0,0,
신명가,가정식,제주 서귀포시 표선면 성읍리 417-10번지 1층,표선면,표선면,1,2,0,0,50,50,0,0,0,0,100,0,0,0,0,60,40,40,0,20,40,0,
헤이브로,가정식,제주 서귀포시 표선면 표선리 40-47번지,표선면,표선면,1,2,15.37,20.8,9.51,12.73,16.98,13.92,10.7,0,0,4.24,60.19,35.57,13.62,65.85,34.15,12.35,17.25,38.6,19.05,12.75,
제라진뚝배기갈비찜 도두점,가정식,제주 제주시 도두일동 2622-6번지 1층,도두일동,제주,3,3,18.4,17.69,14.14,21.16,14.65,13.64,0.32,16.4,36.74,12.29,34.58,0,58.31,76.96,23.04,8.11,12.66,25.01,31.53,22.69,
주식회사 프리츠(성산점),단품요리 전문,제주 서귀포시 성산읍 성산리 399-28번지 1층,성산읍,성산읍,5,5,13.53,14.07,13.02,12.07,12.41,17.79,17.11,29.55,25.09,41.22,4.14,0,30.16,36.26,63.74,23.49,39.07,24.49,8.5,4.43,
영하45,단품요리 전문,제주 제주시 연동 308번지 1층,연동,제주,5,2,10.88,13.61,20.41,15.65,12.93,11.56,14.97,13.61,4.08,29.25,45.58,7.48,83.24,51.5,48.5,12.4,27.8,31,19.6,9.3,
주모,단품요리 전문,제주 제주시 연동 275-6번지 지하1층,연동,제주,2,2,13.13,13.72,12.12,13.03,18.5,23.86,5.64,0,0,4.96,61.22,33.82,57.01,52.84,47.16,41.39,33.5,13.66,11.03,0.44,
누리마씸,맥주/요리주점,제주 제주시 이도일동 1695-1번지 1층,이도일동,제주,1,1,10.53,26.32,21.05,21.05,15.79,5.26,0,0,5.26,10.53,78.95,5.26,79.41,54.9,45.1,11.8,11.8,22.9,37.5,16,
청해수산회센터,단품요리 전문,제주 서귀포시 남원읍 남원리 63-4번지,남원읍,남원읍,1,2,20.63,0,22.49,13.1,8.47,16.67,18.65,0,0,2.78,97.22,0,18.35,67,33,12.93,24.77,15.6,31.47,15.23,
쿠시야키미키,일식,제주 서귀포시 대정읍 보성리 441번지 제주에듀골드힐 105동 1층,대정읍,대정읍,1,4,7.16,14.56,16.52,13.95,19.95,16.5,11.35,0,0,0,70.71,29.29,58.11,52.42,47.6,8.34,18.66,50.06,18.5,4.4,
카페시소,베이커리,제주 제주시 조천읍 조천리 3075-1번지 1층,조천읍,조천읍,4,3,11.94,0,21.64,17.16,15.67,16.42,17.16,22.39,35.82,40.3,1.49,0,35.71,42.2,57.8,12.9,33.6,28.6,18.2,6.6,
엄바위,가정식,제주 제주시 구좌읍 세화리 3643-11번지 1층,구좌읍,구좌읍,2,1,1.51,19.47,16.91,14.85,18.44,14.34,14.48,18.66,32.31,22.7,26.33,0,72.27,68.23,31.78,4.23,14.5,29,31.38,20.95,
신제가든,가정식,제주 서귀포시 남원읍 위미리 1664-6번지,남원읍,남원읍,1,3,0,0,0,100,0,0,0,0,0,100,0,0,85.71,46.7,53.3,0,0,53.3,20,26.7,
보롬창고,커피,제주 제주시 구좌읍 종달리 480-3번지,구좌읍,구좌읍,4,1,14.55,14.77,12.7,10.63,10.25,20.42,16.68,7.35,17.61,40.59,32.84,1.61,18.03,38.4,61.6,35.87,41.43,13.1,6.6,2.97,
빈둥,단품요리 전문,제주 서귀포시 서귀동 418-16번지,서귀동,서귀포,1,3,33.33,33.33,0,0,0,0,33.33,0,0,0,33.33,66.67,33.33,75,25,0,0,0,50,50,
띠띠빵빵,단품요리 전문,제주 제주시 우도면 연평리 132번지,우도면,우도면,3,1,25.49,7.28,12.24,17.66,17.35,8.75,11.23,32.83,41.52,25.64,0,0,7.1,61.05,38.95,13.75,24.75,31.85,20.55,9.1,
비에이치씨제주드림타워점,치킨,제주 제주시 노형동 933-6번지 경림주택 101호,노형동,제주,4,4,9.89,12.93,16.02,14.31,15.03,16,15.82,0,2.32,13.53,69.76,14.4,65.34,61.77,38.23,22.24,25.19,29.23,19.63,3.71,
나무꽃,가정식,제주 제주시 조천읍 함덕리 1013번지 2층,조천읍,조천읍,1,2,33.33,11.25,17.71,6.67,5,9.79,16.25,0,0,0,61.25,38.75,16.43,43.3,56.7,36.6,37.1,16.65,6.75,2.95,
우지커피 제주이도점,커피,제주 제주시 이도이동 1994-10번지,이도이동,제주,5,1,12.18,16.22,14.61,14.83,15.67,17.45,9.04,30.28,32.73,22.67,14.33,0,80.13,41.75,58.25,18.28,30.28,32.5,16.03,3,
시종일관,양식,제주 제주시 한림읍 수원리 758-10번지 1층,한림읍,한림읍,4,2,14.47,11.63,14.25,0,13.43,17.93,28.29,20.86,25.45,45.61,8.09,0,35.94,29.7,70.3,45.15,38.45,9,6.4,0.95,
미래천막공업사,단품요리 전문,제주 제주시 일도이동 420-18번지,일도이동,제주,1,2,16.67,6.67,20,16.67,6.67,33.33,0,46.67,23.33,30,0,0,67.93,65.67,34.33,0,10.23,32.5,22.9,34.33,
미가족발,단품요리 전문,제주 서귀포시 서홍동 342-5번지 서홍동,서홍동,서귀포,2,1,0,17.38,23.45,25.46,12.68,6.67,14.36,0,0,15.42,83.66,0.93,88.13,64.53,35.47,4.7,13.87,42.43,30,8.97,
용담포차,단품요리 전문,제주 제주시 용담이동 357-18번지 1층,용담이동,제주,2,2,24,8,12,20,20,8,8,0,0,0,72,28,83.72,74.1,25.9,7.6,22.3,35,29.9,5.1,
베롱베롱인행원,가정식,제주 제주시 구좌읍 행원리 165-3번지 1층,구좌읍,구좌읍,3,1,18.42,15.79,26.32,7.89,18.42,13.16,0,63.16,36.84,0,0,0,63.92,69.7,30.3,9.8,13.6,16.7,47.7,12.1,
미레이나,단품요리 전문,제주 서귀포시 안덕면 상창리 804번지 1층,안덕면,안덕면,5,4,9.24,10.87,11.41,16.3,14.67,20.11,17.39,16.3,26.63,54.35,2.72,0,16.43,37.7,62.3,26,36,19.9,13.7,4.4,
예예예,일식,제주 제주시 이도이동 314번지 1층,이도이동,제주,4,4,0.42,14.57,16.98,13.99,13.72,19.45,20.87,1.04,40.88,16.46,41.62,0,85.39,35.63,64.37,35.93,31.2,15.89,13.59,3.37,
설빙 외도일동점,아이스크림/빙수,제주 제주시 외도일동 527-2번지 2층 202호,외도일동,제주,5,3,12.55,14.08,9.36,7.8,14.61,21.42,20.19,2.22,11.35,31.99,53.64,0.81,86.51,44.07,55.93,12.73,22.2,43.5,17.03,4.53,
슬로우캘리제주점,양식,제주 제주시 아라이동 3010-1번지 1층,아라이동,제주,3,2,10.77,16.48,18.7,21.75,9.04,9.88,13.37,14.43,28.96,23.03,33.58,0,82.47,35.1,64.9,30.85,39.3,15.65,11.05,3.1,
오리본가,단품요리 전문,제주 서귀포시 동홍동 647-4번지,동홍동,서귀포,1,2,10.6,16.55,16.84,12.08,16.6,13.44,13.89,0,0,1.73,98.27,0,95.89,63.39,36.61,1.3,11.09,40.13,31.54,15.97,
제주지현정식닭갈비,단품요리 전문,제주 제주시 노형동 2588-10번지,노형동,제주,3,2,13.21,5.66,30.19,20.75,18.87,11.32,0,32.08,50.94,9.43,7.55,0,86.59,64.3,35.7,3.8,11.4,38.6,33.2,13,
노형돈뚜껑,가정식,제주 제주시 노형동 3790번지 1층,노형동,제주,2,3,17.62,17.12,12.11,12.15,18.34,14.08,8.58,0,21.79,7.45,68.35,2.41,69.86,55.1,44.9,12.9,27.64,31.3,23.69,4.5,
도근네횟집,단품요리 전문,제주 제주시 외도이동 301번지 1층,외도이동,제주,1,2,17.65,5.88,29.41,17.65,0,23.53,5.88,0,23.53,11.76,64.71,0,38.39,61.6,38.4,12.1,10.1,7.1,42.4,28.3,
빽다방제주이호테우점,커피,제주 제주시 이호일동 1700-4번지 1층,이호일동,제주,5,1,8.37,12.01,16.25,14.9,13.98,16.91,17.57,14.04,18.72,29.33,37.91,0,28.17,57.45,42.55,27.65,28.05,21.85,17.9,4.55,
비비큐엠지제주연수원점,치킨,제주 제주시 애월읍 소길리 155-18번지 지하1층,애월읍,애월읍,3,3,10.89,15.08,12.07,13.3,13.29,17.65,17.72,0.18,0,6.22,82.19,11.42,6.32,59.34,40.66,6.87,28.07,35.9,20.87,8.3,
그린보이즈 제주이도점,단품요리 전문,제주 제주시 이도이동 1994-6번지 1층 103호,이도이동,제주,3,2,16.22,12.28,18.6,17.85,12.44,11.87,10.74,11.99,37.22,35.09,15.7,0,81.76,28.74,71.26,30.18,36.56,19.84,11.62,1.78,
야미포차,단품요리 전문,제주 제주시 연동 281-12번지 1층,연동,제주,1,1,13.64,9.09,27.27,9.09,13.64,18.18,9.09,0,0,0,59.09,40.91,43.65,78.6,21.4,13.1,25,31,28.6,2.4,
함덕쉼팡,가정식,제주 제주시 조천읍 함덕리 203번지 1층,조천읍,조천읍,2,1,21.76,8.1,19.44,5.79,9.95,25,9.95,7.87,11.57,21.76,56.71,2.08,18.16,57.9,42.1,7.1,24.7,36.65,18.35,13.15,
볼레낭개,가정식,제주 서귀포시 보목동 477번지 1층,보목동,서귀포,2,2,8,0,16,8,16,32,20,8,48,24,20,0,63.53,64,36,2,4,16,29,49,
비오니에(Viognier),양식,제주 서귀포시 보목동 1405-1번지 1층,보목동,서귀포,2,3,13.75,15.16,14.62,10.34,10.7,22.16,13.27,2.88,39.12,19.84,38.16,0,57.6,51.91,48.09,3.11,20.64,23.81,23.5,28.93,
애월가,단품요리 전문,제주 제주시 애월읍 하귀1리 212-3번지,애월읍,애월읍,1,1,9.81,11.36,17.7,17.34,14,14.71,15.07,0,0,0,100,0,69.77,74.75,25.25,5.05,20.9,48.4,22,3.6,
미소단밥,가정식,제주 서귀포시 성산읍 고성리 1180-19번지 칠거리식당,성산읍,성산읍,3,2,16.98,9.43,30.19,7.55,18.87,16.98,0,20.75,15.09,33.96,30.19,0,16.96,61.4,38.6,14.4,31.4,31.8,17.4,5.1,
하여금,가정식,제주 제주시 노형동 928-7번지 1층,노형동,제주,4,5,12.38,11.23,13.53,12.84,19.1,16.56,14.35,0,3.48,13.26,74.16,9.1,16.57,55.2,44.81,30.64,26.46,25.59,13.8,3.51,
꽃길국수,단품요리 전문,제주 제주시 용담삼동 516-2번지 1층,용담삼동,제주,3,2,10.37,12.08,11.47,11.86,21.91,11.22,21.09,22.46,24.02,28.34,25.17,0,14.85,61.38,38.63,29.03,31.83,22.53,11.93,4.73,
혼밥대왕신제주점,단품요리 전문,제주 제주시 연동 253-25번지 1층,연동,제주,3,1,13.41,18.54,18.08,18.64,9.54,8.21,13.57,26.59,37.49,8.24,27.68,0,67.67,48.73,51.28,11.2,15.63,39.85,22,11.35,
함덕피자클래스,피자,제주 제주시 조천읍 함덕리 998-1번지,조천읍,조천읍,2,1,0,0,40.74,11.11,22.22,14.81,11.11,0,7.41,33.33,59.26,0,61.75,57.1,42.9,9.1,26,36.6,20.1,8.3,
포티파이브(fortyfive),단품요리 전문,제주 제주시 노형동 903번지 2층,노형동,제주,2,2,13.83,20.26,9.08,9.71,18.62,16.39,12.11,0,0,0,48.91,51.09,44.45,41.5,58.5,54.47,31.83,9.97,3.13,0.63,
아라오리,단품요리 전문,제주 제주시 아라일동 414-2번지 아라일동,아라일동,제주,1,2,10.43,12.1,4.37,14.99,18.85,21.05,18.22,0,26.95,28.54,44.52,0,70.19,71.5,28.5,0.73,11.87,32.17,34.17,21.07,
수미일관,일식,제주 제주시 연동 274-39번지,연동,제주,3,4,0,12.77,21.28,17.02,17.02,12.77,19.15,0,0,0,51.06,48.94,44.01,63,37,33.9,36.7,22,6.8,0.5,
미엘드세화,단품요리 전문,제주 제주시 구좌읍 세화리 1476-1번지,구좌읍,구좌읍,4,1,17.97,18.61,0,16.91,12.8,17.46,16.25,22.06,29.82,48.12,0,0,11.81,35.85,64.15,25,36.35,28.15,6.65,3.8,
두찜제주일도점,단품요리 전문,제주 제주시 일도이동 378-3번지 1층,일도이동,제주,3,1,15.79,15.79,0,28.95,10.53,13.16,15.79,0,15.79,10.53,71.05,2.63,82.12,51,49,24.3,20.9,26.4,25.2,3.2,
세인트,단품요리 전문,제주 제주시 일도이동 68-9번지 2층,일도이동,제주,1,2,15.87,12.1,16.27,13.49,12.7,10.32,19.25,0,0,0,25.6,74.4,96.27,94.83,5.17,7.43,34.43,41.83,13.87,2.43,
범수쿡하우스,가정식,제주 제주시 조천읍 함덕리 1041-16번지 1층,조천읍,조천읍,3,2,15.54,14.17,0,15.16,14.29,18.79,22.06,16.59,34.82,19.88,28.71,0,34.85,44.76,55.24,20.54,31.26,27.06,16.46,4.66,
주식회사 북성로42,단품요리 전문,제주 제주시 삼도이동 1176-15번지,삼도이동,제주,4,2,15.26,19.12,13.89,2.36,17.1,15.39,16.88,23.95,31.77,38.84,5.44,0,49.58,41.4,58.6,23.27,31.67,23.29,14.03,7.74,
이루후제,중식,제주 서귀포시 남원읍 하례리 210번지,남원읍,남원읍,4,3,18.06,16.98,0,12.95,11.84,20.2,19.96,20.72,51.22,16.56,11.5,0,35.08,55.5,44.5,5.63,17.83,30.75,23.45,22.33,
석정삼계탕,단품요리 전문,제주 제주시 화북일동 4145-13번지,화북일동,제주,2,2,18.08,20,13.62,10.82,17.44,11.26,8.78,5.74,29.04,13.04,52.17,0,87.64,66.58,33.43,4.03,12.38,29.73,30.28,23.53,
